Time,Latitude,Longitude,Intensity
20200812  0000,22.2,-116.0,80
20200812  0600,22.7,-117.1,65
20200812  1200,23.1,-118.3,55
20200812  1800,23.5,-119.3,45
20200813  0000,24.1,-120.0,35
20200813  0600,24.8,-120.4,30
20200813  1200,25.4,-120.7,25
20200813  1800,26.0,-120.9,20
20200814  0000,26.6,-120.9,20
20200812  1800,13.1,-127.1,25
20200813  0000,13.3,-127.9,25
20200813  0600,13.5,-128.8,30
20200813  1200,13.7,-129.5,30
20200813  1800,14.0,-130.3,30
20200814  0000,14.1,-130.9,30
20200814  0600,14.0,-131.4,30
20200814  1200,13.8,-131.9,30
20200814  1800,13.6,-132.5,30
20200815  0000,13.4,-133.0,30
20200815  0600,13.3,-133.3,30
20200815  1200,13.2,-133.5,30
20200815  1800,13.1,-133.7,30
20200816  0000,13.1,-133.8,30
20200816  0600,13.3,-133.8,30
20200816  1200,13.6,-133.9,25
20200816  1800,14.1,-134.0,25
20200817  0000,14.5,-134.1,25
20200817  0600,14.8,-134.6,25
20200817  1200,14.9,-135.4,20
20200817  1800,15.0,-136.2,20
20200816  0000,18.0,-118.2,30
20200816  0600,19.2,-118.4,30
20200816  1200,20.4,-119.3,35
20200816  1800,21.7,-120.5,30
20200817  0000,22.4,-122.0,30
20200817  0600,22.9,-123.6,25
20200817  1200,23.3,-125.3,20
20200817  1800,23.3,-126.3,20
20200818  0000,23.3,-127.2,20
20200816  1200,11.3,-96.5,30
20200816  1800,11.8,-98.0,35
20200817  0000,12.3,-99.5,45
20200817  0600,12.9,-101.0,55
20200817  1200,13.9,-102.3,65
20200817  1800,14.9,-103.8,75
20200818  0000,16.0,-105.3,85
20200818  0600,17.0,-106.6,90
20200818  1200,17.7,-107.6,115
20200818  1800,18.3,-108.3,110
20200819  0000,19.1,-108.8,105
20200819  0600,19.9,-109.2,95
20200819  1200,20.6,-109.6,90
20200819  1800,21.1,-109.9,80
20200820  0000,21.7,-110.0,75
20200820  0600,22.3,-110.5,70
20200820  1200,22.9,-111.2,65
20200820  1800,23.4,-112.0,60
20200821  0000,23.7,-112.9,55
20200821  0600,24.1,-113.8,45
20200821  1200,24.7,-114.5,40
20200821  1800,25.4,-115.2,35
20200822  0000,26.2,-116.2,30
20200822  0600,27.0,-117.4,25
20200825  0600,16.1,-107.6,25
20200825  1200,16.3,-107.5,25
20200825  1800,16.5,-107.4,30
20200826  0000,16.8,-107.2,30
20200826  0600,17.2,-106.8,35
20200826  1200,17.2,-106.3,35
20200826  1800,17.6,-105.8,35
20200827  0000,18.0,-105.8,35
20200827  0600,18.4,-105.8,40
20200827  1200,18.8,-105.9,40
20200827  1800,19.4,-106.0,35
20200828  0000,20.7,-106.1,35
20200828  0600,22.4,-106.7,35
20200828  1200,23.1,-108.6,30
20200828  1800,23.0,-109.6,25
20200825  1800,15.0,-117.5,25
20200826  0000,15.1,-117.4,25
20200826  0600,15.2,-117.3,30
20200826  1200,15.3,-117.1,30
20200826  1800,15.5,-116.8,35
20200827  0000,15.8,-116.5,35
20200827  0600,16.3,-116.2,40
20200827  1200,16.7,-116.0,40
20200827  1800,17.1,-115.8,45
20200828  0000,17.4,-115.7,45
20200828  0600,17.7,-115.6,50
20200828  1200,18.1,-115.5,50
20200828  1800,18.5,-115.4,45
20200829  0000,19.0,-115.2,45
20200829  0600,19.5,-115.0,40
20200829  1200,20.0,-114.8,40
20200829  1800,20.6,-114.5,40
20200830  0000,21.4,-114.2,35
20200830  0600,22.1,-113.8,30
20200830  1200,22.7,-113.5,30
20200830  1800,23.4,-113.3,25
20200831  0000,24.0,-113.3,20
20200831  0600,24.5,-113.2,15
20200831  1200,24.8,-113.2,15
20200904  1200,14.3,-94.7,30
20200904  1800,14.5,-96.0,30
20200905  0000,14.8,-97.4,35
20200905  0600,15.1,-99.0,35
20200905  1200,15.5,-100.6,35
20200905  1800,16.1,-102.2,35
20200906  0000,16.8,-103.9,40
20200906  0600,17.7,-105.8,40
20200906  1200,18.6,-107.6,35
20200906  1800,19.1,-109.3,35
20200907  0000,19.3,-110.7,30
20200912  1800,15.8,-112.0,30
20200913  0000,16.4,-112.6,30
20200913  0600,17.0,-113.4,35
20200913  1200,17.4,-114.5,40
20200913  1800,17.6,-115.6,40
20200914  0000,17.7,-116.5,40
20200914  0600,17.8,-117.3,40
20200914  1200,17.9,-118.0,40
20200914  1800,18.2,-118.7,45
20200915  0000,18.7,-119.3,50
20200915  0600,19.3,-120.1,50
20200915  1200,20.0,-120.9,50
20200915  1800,20.6,-121.7,50
20200916  0000,21.3,-122.5,50
20200916  0600,21.9,-123.1,40
20200916  1200,22.4,-123.6,35
20200916  1800,22.8,-124.1,30
20200917  0000,23.1,-124.6,30
20200917  0600,23.3,-125.0,30
20200917  1200,23.5,-125.5,30
20200917  1800,23.6,-126.0,25
20200918  0000,23.6,-126.5,25
20200918  0600,23.6,-126.8,25
20200920  1800,15.7,-108.0,25
20200921  0000,16.0,-109.2,25
20200921  0600,16.4,-110.4,25
20200921  1200,16.8,-111.6,30
20200921  1800,17.2,-112.8,35
20200922  0000,17.5,-114.0,40
20200922  0600,17.9,-115.1,40
20200922  1200,18.2,-116.1,40
20200922  1800,18.7,-117.1,40
20200923  0000,19.1,-118.2,40
20200923  0600,19.6,-119.3,45
20200923  1200,20.1,-120.4,45
20200923  1800,20.5,-121.5,45
20200924  0000,20.9,-122.5,40
20200924  0600,21.3,-123.5,40
20200924  1200,21.6,-124.4,40
20200924  1800,21.7,-125.3,40
20200925  0000,21.7,-126.3,40
20200925  0600,21.7,-127.4,40
20200925  1200,21.6,-128.6,35
20200925  1800,21.5,-129.8,30
20200926  0000,21.5,-131.2,30
20200926  0600,21.6,-132.6,30
20200926  1200,21.6,-133.9,30
20200926  1800,21.5,-135.2,30
20200927  0000,21.3,-136.5,30
20200927  0600,21.1,-137.9,30
20200927  1200,21.1,-139.4,25
20200927  1800,21.0,-140.8,25
20200927  1200,12.4,-103.4,20
20200927  1800,12.5,-103.7,20
20200928  0000,12.7,-104.0,20
20200928  0600,13.1,-104.3,20
20200928  1200,13.4,-104.7,20
20200928  1800,13.5,-105.2,25
20200929  0000,13.5,-106.0,25
20200929  0600,13.5,-107.0,30
20200929  1200,13.5,-108.0,30
20200929  1800,13.6,-109.0,35
20200930  0000,13.8,-110.3,40
20200930  0600,14.0,-111.7,45
20200930  1200,14.1,-113.1,50
20200930  1800,14.2,-114.6,55
20201001  0000,14.4,-116.1,65
20201001  0600,14.6,-117.6,75
20201001  1200,14.8,-119.0,85
20201001  1800,15.0,-120.3,95
20201002  0000,15.4,-121.5,105
20201002  0600,15.9,-122.6,120
20201002  1200,16.3,-123.8,120
20201002  1800,16.7,-124.6,115
20201003  0000,17.2,-125.4,115
20201003  0600,17.6,-126.1,115
20201003  1200,18.1,-126.7,110
20201003  1800,18.6,-127.2,105
20201004  0000,19.0,-127.6,100
20201004  0600,19.5,-128.0,90
20201004  1200,19.8,-128.5,80
20201004  1800,20.1,-129.2,70
20201005  0000,20.4,-129.9,60
20201005  0600,20.6,-130.7,55
20201005  1200,20.8,-131.5,50
20201005  1800,21.0,-132.3,45
20201006  0000,21.2,-133.1,45
20201006  0600,21.5,-133.9,45
20201006  1200,21.9,-134.7,40
20201006  1800,22.2,-135.4,35
20201007  0000,22.3,-136.0,35
20201007  0600,22.5,-136.5,35
20201007  1200,23.0,-136.6,40
20201007  1800,23.5,-136.6,45
20201008  0000,24.0,-136.5,40
20201008  0600,24.5,-136.6,35
20201008  1200,24.7,-137.1,30
20201008  1800,24.7,-137.6,25
20201009  0000,24.7,-138.1,25
20201009  0600,24.7,-138.7,25
20201009  1200,24.4,-139.2,25
20201009  1800,24.1,-139.6,25
20201010  0000,24.0,-140.3,20
20201004  1800,11.1,-104.2,30
20201005  0000,11.2,-104.6,30
20201005  0600,11.4,-105.0,30
20201005  1200,11.9,-105.2,30
20201005  1800,12.5,-105.3,35
20201006  0000,13.2,-105.6,40
20201006  0600,13.6,-106.1,45
20201006  1200,13.9,-106.4,50
20201006  1800,14.3,-106.6,45
20201007  0000,14.2,-106.9,40
20201007  0600,14.0,-107.1,35
20201007  1200,13.8,-107.0,35
20201007  1800,13.5,-107.0,35
20201008  0000,13.3,-106.8,30
20201008  0600,13.2,-106.4,25
20201008  1200,13.2,-106.2,25
20201008  1800,13.1,-106.1,25
20201009  0000,13.0,-106.0,25
20201009  0600,13.1,-105.9,25
20201009  1200,13.3,-106.0,25
20201009  1800,13.4,-106.2,25
20201010  0000,13.5,-106.4,25
20201010  0600,13.7,-106.5,25
20201010  1200,14.1,-106.5,20
20201010  1800,14.7,-106.3,20
20201011  0000,15.3,-106.3,20
20201011  0600,16.0,-106.6,20
20201011  1200,16.7,-107.0,25
20201011  1800,17.2,-107.5,30
20201012  0000,17.3,-107.9,30
20201012  0600,17.3,-108.1,30
20201012  1200,17.4,-108.4,30
20201012  1800,17.5,-108.8,30
20201013  0000,17.7,-109.3,30
20201013  0600,17.9,-109.8,30
20201013  1200,18.3,-110.4,30
20201013  1800,19.3,-111.3,30
20201014  0000,20.5,-112.2,35
20201014  0600,21.8,-113.1,40
20201014  1200,23.1,-114.0,40
20201014  1800,24.3,-114.8,35
20201015  0000,25.0,-115.3,25
20201015  0600,25.6,-115.7,20
20201103  1800,13.7,-115.5,35
20201104  0000,14.4,-116.7,35
20201104  0600,15.2,-118.0,35
20201104  1200,16.2,-119.1,40
20201104  1800,17.2,-120.3,40
20201105  0000,17.7,-121.2,45
20201105  0600,18.0,-121.9,45
20201105  1200,18.3,-122.5,40
20201105  1800,18.6,-123.2,35
20201106  0000,18.6,-124.0,30
20201106  0600,18.5,-124.7,30
20201106  1200,18.1,-125.4,30
20201106  1800,17.6,-126.0,25
20201107  0000,17.0,-126.3,25
20201107  0600,16.4,-126.7,25
20201107  1200,16.0,-127.2,25
20201107  1800,15.6,-127.7,20
20201117  1200,14.7,-111.9,25
20201117  1800,15.0,-112.9,30
20201118  0000,15.4,-113.8,35
20201118  0600,15.7,-114.7,35
20201118  1200,16.0,-115.6,40
20201118  1800,16.4,-116.7,40
20201119  0000,16.8,-117.8,40
20201119  0600,17.0,-118.8,35
20201119  1200,17.0,-119.8,30
20201119  1800,16.9,-120.8,30
20201120  0000,16.8,-121.7,30
20201120  0600,16.7,-122.6,30
20201120  1200,16.7,-123.7,30
20201120  1800,16.6,-124.8,25
20201121  0000,16.4,-126.0,25
20210508  1200,12.7,-105.6,25
20210508  1800,12.9,-106.4,25
20210509  0000,13.1,-107.0,25
20210509  0600,13.4,-107.5,30
20210509  1200,13.7,-107.9,35
20210509  1800,14.0,-108.3,35
20210510  0000,14.4,-108.7,35
20210510  0600,14.8,-109.0,35
20210510  1200,15.3,-109.3,35
20210510  1800,15.7,-109.7,30
20210511  0000,15.8,-110.1,25
20210511  0600,15.9,-110.6,25
20210511  1200,15.9,-111.1,20
20210511  1800,15.9,-111.7,20
20210512  0000,15.9,-112.4,20
20210512  0600,15.9,-113.1,20
20210512  1200,15.7,-114.0,20
20210530  1200,10.8,-102.9,30
20210530  1800,11.2,-103.7,30
20210531  0000,11.6,-104.7,30
20210531  0600,12.0,-106.0,30
20210531  1200,12.5,-107.2,35
20210531  1800,13.1,-108.2,40
20210601  0000,13.6,-109.0,45
20210601  0600,13.9,-109.5,50
20210601  1200,14.2,-110.0,50
20210601  1800,14.6,-110.6,45
20210602  0000,14.8,-111.2,45
20210602  0600,15.0,-111.7,40
20210602  1200,15.2,-112.1,35
20210602  1800,15.4,-112.6,30
20210603  0000,15.5,-113.0,30
20210603  0600,15.5,-113.3,30
20210603  1200,15.5,-113.7,30
20210603  1800,15.5,-114.0,30
20210604  0000,15.7,-114.5,25
20210604  0600,16.1,-115.1,25
20210604  1200,16.3,-116.0,25
20210604  1800,16.3,-116.8,25
20210605  0000,16.2,-117.6,25
20210605  0600,16.1,-118.3,20
20210605  1200,16.2,-119.0,20
20210612  0000,11.2,-120.3,25
20210612  0600,11.4,-121.3,25
20210612  1200,11.6,-122.3,30
20210612  1800,11.8,-123.3,35
20210613  0000,11.9,-124.2,40
20210613  0600,11.9,-125.0,45
20210613  1200,11.8,-125.7,45
20210613  1800,11.7,-126.3,45
20210614  0000,11.6,-126.9,40
20210614  0600,11.4,-127.7,35
20210614  1200,11.2,-128.6,35
20210614  1800,10.9,-129.5,30
20210615  0000,10.5,-130.4,30
20210615  0600,10.2,-131.3,30
20210615  1200,10.0,-132.2,30
20210615  1800,9.9,-133.1,30
20210616  0000,9.6,-133.9,30
20210616  0600,9.2,-134.5,30
20210616  1200,8.8,-134.9,25
20210616  1800,8.5,-135.3,25
20210617  0000,8.4,-135.8,25
20210617  1800,14.0,-99.7,25
20210618  0000,14.2,-100.4,30
20210618  0600,14.4,-101.1,30
20210618  1200,14.7,-101.7,35
20210618  1800,15.3,-102.2,40
20210619  0000,16.0,-102.6,45
20210619  0600,16.8,-103.1,50
20210619  1200,17.9,-103.5,60
20210619  1500,18.6,-103.7,60
20210619  1800,19.4,-103.9,50
20210620  0000,21.4,-104.1,30
20210625  0600,15.2,-101.3,35
20210625  1200,15.5,-102.1,40
20210625  1800,15.8,-103.0,45
20210626  0000,16.2,-103.8,55
20210626  0600,16.5,-104.5,60
20210626  1200,16.8,-105.1,70
20210626  1800,16.9,-105.6,75
20210627  0000,17.1,-105.9,75
20210627  0600,17.5,-105.9,80
20210627  1200,18.0,-105.8,80
20210627  1800,18.7,-105.7,80
20210628  0000,19.4,-105.9,80
20210628  0600,19.8,-106.2,75
20210628  1200,20.2,-106.6,70
20210628  1800,20.5,-107.0,60
20210629  0000,20.9,-107.3,50
20210629  0600,21.5,-107.4,45
20210629  1200,22.2,-107.5,40
20210629  1800,22.9,-108.0,35
20210630  0000,23.5,-108.7,35
20210630  0600,24.0,-109.3,35
20210630  1200,24.3,-109.8,30
20210714  0000,13.5,-110.6,30
20210714  0600,13.9,-112.2,35
20210714  1200,14.2,-113.5,45
20210714  1800,14.6,-114.8,55
20210715  0000,14.9,-116.0,60
20210715  0600,15.1,-117.1,70
20210715  1200,15.2,-118.1,80
20210715  1800,15.3,-119.0,90
20210716  0000,15.3,-119.8,95
20210716  0600,15.2,-120.5,100
20210716  1200,15.1,-121.2,110
20210716  1800,14.9,-122.0,115
20210717  0000,14.7,-122.8,115
20210717  0600,14.6,-123.5,120
20210717  1200,14.5,-124.2,125
20210717  1800,14.7,-124.9,125
20210718  0000,15.0,-125.7,120
20210718  0600,15.3,-126.6,120
20210718  1200,15.6,-127.6,115
20210718  1800,15.9,-128.5,110
20210719  0000,16.2,-129.5,95
20210719  0600,16.3,-130.5,80
20210719  1200,16.3,-131.7,65
20210719  1800,16.2,-132.8,55
20210720  0000,16.1,-134.1,45
20210720  0600,16.0,-135.6,40
20210720  1200,15.8,-137.1,35
20210720  1800,15.5,-138.6,30
20210721  0000,15.1,-140.2,30
20210721  0600,14.9,-141.6,30
20210721  1200,14.6,-143.0,30
20210721  1800,14.3,-144.4,30
20210722  0000,14.0,-145.7,25
20210722  0600,13.7,-147.0,25
20210722  1200,13.3,-148.2,20
20210717  0000,15.0,-105.6,25
20210717  0600,15.7,-107.0,30
20210717  1200,16.3,-108.3,35
20210717  1800,16.8,-109.3,35
20210718  0000,17.2,-110.3,35
20210718  0600,17.5,-111.2,40
20210718  1200,17.9,-112.2,45
20210718  1800,18.3,-113.4,50
20210719  0000,18.6,-114.6,45
20210719  0600,18.8,-116.0,35
20210719  1200,19.0,-117.4,35
20210719  1800,19.2,-119.1,35
20210720  0000,19.2,-121.0,30
20210720  0600,19.1,-122.7,30
20210720  1200,19.0,-124.3,30
20210720  1800,18.8,-125.8,30
20210721  0000,18.5,-127.2,30
20210730  1200,11.9,-111.8,35
20210730  1800,12.3,-113.0,40
20210731  0000,12.7,-114.1,45
20210731  0600,13.2,-115.2,50
20210731  1200,13.6,-116.3,55
20210731  1800,14.0,-117.4,65
20210801  0000,14.2,-118.3,75
20210801  0600,14.4,-119.0,75
20210801  1200,14.5,-119.7,75
20210801  1800,14.6,-120.4,75
20210802  0000,14.8,-121.1,70
20210802  0600,15.0,-121.7,70
20210802  1200,15.3,-122.2,70
20210802  1800,15.7,-122.7,70
20210803  0000,16.2,-123.2,65
20210803  0600,16.7,-123.7,60
20210803  1200,17.2,-124.3,55
20210803  1800,17.6,-124.8,50
20210804  0000,18.1,-125.5,45
20210804  0600,18.5,-126.2,40
20210804  1200,18.9,-126.9,40
20210804  1800,19.2,-127.6,40
20210805  0000,19.5,-128.2,40
20210805  0600,20.0,-128.8,40
20210805  1200,20.6,-129.7,35
20210805  1800,21.3,-130.7,35
20210806  0000,22.0,-131.7,30
20210806  0600,22.5,-132.8,30
20210806  1200,22.8,-133.6,25
20210806  1800,22.8,-134.3,25
20210807  0000,22.6,-134.7,25
20210726  1800,13.2,-114.7,20
20210727  0000,13.1,-115.5,20
20210727  0600,13.0,-116.1,20
20210727  1200,12.8,-116.6,20
20210727  1800,12.5,-117.0,20
20210728  0000,12.6,-117.6,25
20210728  0600,12.9,-118.2,25
20210728  1200,13.4,-119.0,25
20210728  1800,13.7,-119.9,25
20210729  0000,13.7,-121.0,25
20210729  0600,13.6,-122.0,30
20210729  1200,13.4,-122.6,30
20210729  1800,13.2,-123.2,30
20210730  0000,13.0,-123.8,25
20210730  0600,12.7,-124.4,25
20210730  1200,12.5,-125.0,25
20210730  1800,12.4,-125.6,25
20210731  0000,12.2,-126.3,25
20210731  0600,12.0,-126.9,25
20210731  1200,12.0,-127.6,25
20210731  1800,11.5,-128.0,25
20210801  0000,11.5,-127.5,25
20210801  0600,11.8,-127.0,25
20210801  1200,12.2,-127.3,25
20210801  1800,12.2,-128.0,25
20210802  0000,12.2,-128.8,25
20210802  0600,12.3,-129.5,25
20210802  1200,12.5,-130.2,25
20210802  1800,12.7,-131.0,30
20210803  0000,13.0,-131.9,30
20210803  0600,13.3,-132.6,30
20210803  1200,13.5,-133.1,30
20210803  1800,13.6,-133.6,30
20210804  0000,13.6,-134.3,30
20210804  0600,13.7,-134.8,30
20210804  1200,14.0,-135.2,30
20210804  1800,14.4,-135.6,30
20210805  0000,14.9,-136.0,30
20210805  0600,15.3,-136.4,30
20210805  1200,15.7,-136.8,35
20210805  1800,16.2,-137.2,35
20210806  0000,16.6,-137.6,35
20210806  0600,17.0,-138.2,35
20210806  1200,17.3,-139.0,35
20210806  1800,17.6,-139.7,30
20210807  0000,17.9,-140.5,25
20210731  1800,14.4,-107.4,25
20210801  0000,15.2,-108.1,25
20210801  0600,16.0,-109.0,25
20210801  1200,16.5,-110.0,25
20210801  1800,17.0,-111.1,30
20210802  0000,17.5,-112.2,30
20210802  0600,17.9,-113.1,30
20210802  1200,18.2,-113.6,35
20210802  1800,18.6,-114.3,35
20210803  0000,19.2,-115.3,35
20210803  0600,19.8,-116.0,30
20210803  1200,20.2,-116.3,30
20210803  1800,20.4,-115.8,25
20210804  0000,20.3,-115.2,25
20210804  0600,20.1,-114.7,25
20210806  1200,15.0,-101.9,25
20210806  1800,15.2,-102.7,25
20210807  0000,15.4,-103.5,25
20210807  0600,15.5,-104.3,30
20210807  1200,15.6,-105.2,30
20210807  1800,15.6,-106.1,35
20210808  0000,15.6,-107.0,40
20210808  0600,15.6,-107.8,45
20210808  1200,15.7,-108.6,55
20210808  1800,15.7,-109.4,50
20210809  0000,15.9,-110.0,50
20210809  0600,16.1,-110.6,45
20210809  1200,16.7,-111.0,45
20210809  1800,16.9,-111.7,40
20210810  0000,17.3,-112.7,40
20210810  0600,17.9,-113.5,40
20210810  1200,18.3,-114.3,40
20210810  1800,18.7,-114.9,40
20210811  0000,19.2,-115.4,40
20210811  0600,19.8,-115.8,40
20210811  1200,20.6,-116.5,40
20210811  1800,21.1,-117.1,35
20210812  0000,21.6,-117.8,35
20210812  0600,22.2,-118.8,30
20210812  1200,22.8,-119.9,25
20210812  1800,23.2,-121.1,25
20210813  0000,23.7,-122.3,25
20210813  0600,24.1,-123.4,25
20210813  1200,24.8,-124.7,25
20210813  1800,25.5,-125.7,25
20210814  0000,26.5,-126.8,25
20210814  0600,27.5,-127.7,20
20210814  1200,28.6,-128.4,20
20210814  1800,29.5,-128.8,20
20210815  0000,30.3,-129.1,20
20210815  0600,30.7,-129.1,15
20210815  1200,30.8,-128.8,15
20210815  1800,30.8,-128.6,15
20210809  1200,12.1,-98.2,30
20210809  1800,12.3,-99.1,30
20210810  0000,12.5,-99.8,30
20210810  0600,12.9,-100.6,30
20210810  1200,13.4,-101.5,35
20210810  1800,13.9,-102.3,40
20210811  0000,14.1,-103.2,45
20210811  0600,14.1,-104.2,50
20210811  1200,13.8,-105.1,55
20210811  1800,13.7,-105.7,55
20210812  0000,13.8,-106.2,55
20210812  0600,14.1,-106.8,60
20210812  1200,14.5,-107.4,65
20210812  1800,15.0,-108.2,65
20210813  0000,15.5,-109.2,70
20210813  0600,16.0,-110.1,80
20210813  1200,16.6,-111.2,90
20210813  1800,17.2,-112.3,100
20210814  0000,17.7,-113.3,105
20210814  0600,18.2,-114.3,105
20210814  1200,18.6,-115.5,115
20210814  1800,18.9,-116.5,115
20210815  0000,19.2,-117.7,110
20210815  0600,19.2,-118.7,105
20210815  1200,19.1,-119.7,100
20210815  1800,18.9,-120.7,95
20210816  0000,18.7,-121.6,95
20210816  0600,18.3,-122.5,90
20210816  1200,18.0,-123.3,90
20210816  1800,17.8,-124.1,85
20210817  0000,17.7,-125.0,80
20210817  0600,17.6,-126.0,75
20210817  1200,17.5,-126.9,80
20210817  1800,17.6,-127.8,85
20210818  0000,17.7,-129.0,90
20210818  0600,17.9,-130.1,90
20210818  1200,18.1,-131.3,95
20210818  1800,18.5,-132.5,90
20210819  0000,19.0,-134.0,80
20210819  0600,19.4,-135.5,70
20210819  1200,19.6,-137.0,55
20210819  1800,19.6,-138.7,45
20210820  0000,19.8,-140.3,40
20210820  0600,19.9,-141.8,40
20210820  1200,20.0,-143.3,35
20210820  1800,19.9,-144.7,35
20210821  0000,19.9,-146.1,35
20210821  0600,19.9,-147.3,35
20210821  1200,20.0,-148.1,35
20210821  1800,20.3,-148.9,40
20210822  0000,20.6,-149.7,40
20210822  0600,20.7,-150.7,35
20210822  1200,20.9,-151.7,35
20210822  1800,21.0,-152.7,40
20210823  0000,21.0,-153.8,40
20210823  0600,21.0,-154.8,40
20210823  1200,21.0,-155.5,35
20210823  1800,21.2,-156.2,35
20210824  0000,21.1,-157.4,30
20210824  0600,20.8,-158.7,25
20210823  0000,19.6,-108.9,35
20210823  0600,20.0,-110.3,35
20210823  1200,20.5,-111.8,40
20210823  1800,20.7,-113.4,40
20210824  0000,20.7,-115.0,35
20210824  0600,20.6,-116.4,30
20210824  1200,20.6,-117.5,30
20210824  1800,20.5,-118.6,30
20210825  0000,20.5,-119.6,30
20210825  0600,20.5,-120.5,30
20210825  1200,20.6,-121.4,25
20210825  1800,20.6,-122.4,25
20210826  0000,20.7,-123.4,25
20210826  0600,20.7,-124.5,25
20210826  1200,20.6,-125.6,25
20210826  1800,20.5,-126.7,25
20210827  0000,20.2,-127.8,25
20210827  0600,19.7,-129.0,25
20210824  0600,12.2,-95.0,25
20210824  1200,12.3,-95.7,25
20210824  1800,12.4,-96.5,30
20210825  0000,12.4,-97.2,30
20210825  0600,12.3,-97.8,30
20210825  1200,12.2,-98.4,30
20210825  1800,12.3,-98.9,35
20210826  0000,12.4,-99.3,35
20210826  0600,12.5,-99.7,35
20210826  1200,12.7,-100.3,35
20210826  1800,13.1,-101.0,35
20210827  0000,13.6,-101.9,40
20210827  0600,14.3,-102.9,45
20210827  1200,14.9,-103.9,50
20210827  1800,15.3,-104.7,55
20210828  0000,16.0,-105.0,55
20210828  0600,16.8,-105.1,60
20210828  1200,17.8,-105.2,70
20210828  1800,19.1,-105.3,75
20210828  2100,19.8,-105.3,75
20210829  0000,20.6,-105.4,65
20210829  0600,21.9,-105.7,60
20210829  1200,22.7,-106.0,50
20210829  1600,23.0,-106.2,45
20210829  1800,23.2,-106.3,40
20210830  0000,23.6,-106.7,35
20210830  0600,24.0,-107.1,30
20210830  1200,24.3,-107.4,25
